standard,edition,nps,od_in,od_mm,fitting_type,dimension_label,center_to_end_in,center_to_end_mm,derived,source_doc,verified,verified_by,verified_against
ASME B16.9,UNSPECIFIED-verify,16,16.0,406.4,LR90,A,24.0,609.6,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,16,16.0,406.4,LR45,B,10.0,254.0,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,16,16.0,406.4,SR90,A,16.0,406.4,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,16,16.0,406.4,TEE_EQUAL,C (=M for equal tee),12.0,304.8,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,16,16.0,406.4,CAP,E,7.0,177.8,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,16,16.0,406.4,REDUCER,H,14.0,355.6,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,16,16.0,406.4,LR180_RETURN_O,O (derived 2A),48.0,1219.2,true,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,16,16.0,406.4,LR180_RETURN_K,K (derived A+OD/2),32.0,812.8,true,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,18,18.0,457.2,LR90,A,27.0,685.8,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,18,18.0,457.2,LR45,B,11.25,285.8,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,18,18.0,457.2,SR90,A,18.0,457.2,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,18,18.0,457.2,TEE_EQUAL,C (=M for equal tee),13.5,342.9,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,18,18.0,457.2,CAP,E,8.0,203.2,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,18,18.0,457.2,REDUCER,H,15.0,381.0,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,18,18.0,457.2,LR180_RETURN_O,O (derived 2A),54.0,1371.6,true,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,18,18.0,457.2,LR180_RETURN_K,K (derived A+OD/2),36.0,914.4,true,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,20,20.0,508.0,LR90,A,30.0,762.0,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,20,20.0,508.0,LR45,B,12.5,317.5,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,20,20.0,508.0,SR90,A,20.0,508.0,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,20,20.0,508.0,TEE_EQUAL,C (=M for equal tee),15.0,381.0,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,20,20.0,508.0,CAP,E,9.0,228.6,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,20,20.0,508.0,REDUCER,H,20.0,508.0,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,20,20.0,508.0,LR180_RETURN_O,O (derived 2A),60.0,1524.0,true,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,20,20.0,508.0,LR180_RETURN_K,K (derived A+OD/2),40.0,1016.0,true,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,22,22.0,558.8,LR90,A,33.0,838.2,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,22,22.0,558.8,LR45,B,13.5,342.9,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,22,22.0,558.8,SR90,A,22.0,558.8,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,22,22.0,558.8,TEE_EQUAL,C (=M for equal tee),16.5,419.1,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,22,22.0,558.8,CAP,E,10.0,254.0,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,22,22.0,558.8,REDUCER,H,20.0,508.0,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,22,22.0,558.8,LR180_RETURN_O,O (derived 2A),66.0,1676.4,true,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,22,22.0,558.8,LR180_RETURN_K,K (derived A+OD/2),44.0,1117.6,true,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,24,24.0,609.6,LR90,A,36.0,914.4,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,24,24.0,609.6,LR45,B,15.0,381.0,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,24,24.0,609.6,SR90,A,24.0,609.6,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,24,24.0,609.6,TEE_EQUAL,C (=M for equal tee),17.0,431.8,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,24,24.0,609.6,CAP,E,10.5,266.7,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,24,24.0,609.6,REDUCER,H,20.0,508.0,false,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,24,24.0,609.6,LR180_RETURN_O,O (derived 2A),72.0,1828.8,true,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
ASME B16.9,UNSPECIFIED-verify,24,24.0,609.6,LR180_RETURN_K,K (derived A+OD/2),48.0,1219.2,true,claude-memory-2026-08-24 (recall of ASME B16.5 flange tables / ASME B16.9 fitting tables); NOT an independent source,false,,
