standard,flange_class,nps,stud_dia_in,stud_dia_mm,stud_length_in,stud_length_dec_in,stud_length_mm,studs_per_flange,nut_wrench_size_heavy_hex_in,nut_wrench_size_mm,nut_height_heavy_hex_in,tpi,thread_series,check_min_plausible_length_in,recall_confidence,edition,source_doc,verified,verified_by,verified_against
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,5,1-1/2,38.1,9-3/4,9.75,247.65,8,2.375,60.32,1.4844,8,8UN,9.6,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,6,1-3/8,34.92,10-1/4,10.25,260.35,12,2.1875,55.56,1.3594,8,8UN,10.09,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,8,1-5/8,41.27,11-1/2,11.5,292.1,12,2.5625,65.09,1.6094,8,8UN,11.33,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,10,1-7/8,47.62,13-1/4,13.25,336.55,12,2.9375,74.61,1.8594,8,8UN,13.09,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,12,2,50.8,14-3/4,14.75,374.65,16,3.125,79.38,1.9844,8,8UN,14.6,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,14,2-1/4,57.15,16,16.0,406.4,16,3.5,88.9,2.2344,8,8UN,15.84,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,16,2-1/2,63.5,17-1/2,17.5,444.5,16,3.875,98.42,2.4844,8,8UN,17.34,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,18,2-3/4,69.85,19-1/2,19.5,495.3,16,4.25,107.95,2.7344,8,8UN,19.1,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,20,3,76.2,21-1/4,21.25,539.75,16,4.625,117.47,2.9844,8,8UN,20.84,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",1500,24,3-1/2,88.9,24-1/2,24.5,622.3,16,5.375,136.53,3.4844,8,8UN,23.84,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",2500,1/2,3/4,19.05,4-3/4,4.75,120.65,4,1.25,31.75,0.7344,10,UNC,4.72,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",2500,3/4,3/4,19.05,5,5.0,127.0,4,1.25,31.75,0.7344,10,UNC,4.84,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",2500,1,7/8,22.22,5-3/4,5.75,146.05,4,1.4375,36.51,0.8594,9,UNC,5.35,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",2500,1-1/4,1,25.4,6-1/4,6.25,158.75,4,1.625,41.27,0.9844,8,UNC,5.84,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",2500,1-1/2,1-1/8,28.57,7,7.0,177.8,4,1.8125,46.04,1.1094,8,8UN,6.59,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",2500,2,1,25.4,7-1/4,7.25,184.15,8,1.625,41.27,0.9844,8,UNC,6.84,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",2500,2-1/2,1-1/8,28.57,8,8.0,203.2,8,1.8125,46.04,1.1094,8,8UN,7.59,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",2500,3,1-1/4,31.75,9,9.0,228.6,8,2.0,50.8,1.2344,8,8UN,8.58,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",2500,4,1-1/2,38.1,10-1/2,10.5,266.7,8,2.375,60.32,1.4844,8,8UN,9.84,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",2500,5,1-3/4,44.45,12-1/2,12.5,317.5,8,2.75,69.85,1.7344,8,8UN,11.58,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",2500,6,2,50.8,14-1/2,14.5,368.3,8,3.125,79.38,1.9844,8,8UN,13.34,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",2500,8,2,50.8,16-1/4,16.25,412.75,12,3.125,79.38,1.9844,8,8UN,14.84,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",2500,10,2-1/2,63.5,20-3/4,20.75,527.05,12,3.875,98.42,2.4844,8,8UN,18.84,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 stud bolt lengths, RF flanges, spiral-wound/flat gasket, two heavy hex nuts (catalog practice; confirm with flange mfr)",2500,12,2-3/4,69.85,23-1/4,23.25,590.55,12,4.25,107.95,2.7344,8,8UN,20.84,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
