standard,flange_class,nps,flange_type,weight_lb_approx,weight_kg_approx,tolerance,recall_confidence,edition,source_doc,verified,verified_by,verified_against
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,2,BL,10,4.5,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,2-1/2,BL,14,6.4,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,3,BL,18,8.2,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,4,BL,33,15.0,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,5,BL,55,24.9,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,6,BL,66,29.9,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,8,BL,105,47.6,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,10,BL,175,79.4,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,12,BL,225,102.1,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,14,BL,270,122.5,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,16,BL,375,170.1,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,18,BL,470,213.2,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,20,BL,610,276.7,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",600,24,BL,950,430.9,+/-10% by manufacturer,medium,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,1/2,WN,6,2.7,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,3/4,WN,7,3.2,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,1,WN,10,4.5,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,1-1/4,WN,11,5.0,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,1-1/2,WN,15,6.8,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,2,WN,24,10.9,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,2-1/2,WN,32,14.5,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,3,WN,32,14.5,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,4,WN,49,22.2,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,5,WN,72,32.7,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,6,WN,95,43.1,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,8,WN,152,68.9,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,10,WN,230,104.3,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,12,WN,325,147.4,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,14,WN,415,188.2,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,16,WN,515,233.6,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,18,WN,685,310.7,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,20,WN,830,376.5,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",900,24,WN,1400,635.0,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,1/2,WN,6,2.7,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,3/4,WN,7,3.2,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,1,WN,10,4.5,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,1-1/4,WN,11,5.0,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,1-1/2,WN,15,6.8,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,2,WN,24,10.9,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,2-1/2,WN,32,14.5,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,3,WN,45,20.4,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,4,WN,70,31.8,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,5,WN,130,59.0,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,6,WN,160,72.6,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,8,WN,260,117.9,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,10,WN,450,204.1,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,12,WN,670,303.9,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,14,WN,890,403.7,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,16,WN,1170,530.7,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,18,WN,1550,703.1,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,20,WN,1950,884.5,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",1500,24,WN,3200,1451.5,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",2500,1/2,WN,8,3.6,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",2500,3/4,WN,10,4.5,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",2500,1,WN,13,5.9,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",2500,1-1/4,WN,20,9.1,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",2500,1-1/2,WN,28,12.7,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",2500,2,WN,45,20.4,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",2500,2-1/2,WN,65,29.5,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",2500,3,WN,105,47.6,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",2500,4,WN,165,74.8,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",2500,5,WN,260,117.9,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",2500,6,WN,385,174.6,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",2500,8,WN,600,272.2,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",2500,10,WN,1090,494.4,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
"ASME B16.5 (catalog weights, carbon steel, std bore WN)",2500,12,WN,1550,703.1,+/-10% by manufacturer,low,UNSPECIFIED-verify,claude-memory-2026-08-24 (recall); NOT an independent source,false,,
